0,39,303,264,156,156,39,39,0,0,79,40,39,39,39,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,288,251,134,134,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,276,239,174,174,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,259,222,155,155,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,278,242,181,181,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,293,257,144,144,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,299,261,155,155,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,305,269,209,209,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,284,247,157,157,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,257,221,163,163,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,352,315,182,182,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,328,291,203,203,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,309,273,172,172,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,354,316,238,238,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,335,299,222,222,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,271,234,130,130,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,262,226,137,137,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,322,285,196,196,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,285,248,161,161,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,305,268,198,198,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,278,241,166,166,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,264,228,159,159,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,318,281,165,165,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,293,256,171,171,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,257,221,145,145,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,337,300,209,209,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,293,256,165,165,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,304,267,173,173,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,267,231,162,162,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,343,306,172,172,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,270,234,166,166,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,361,324,156,156,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,309,271,153,153,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,342,304,183,183,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,304,268,194,194,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,345,308,184,184,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,299,262,163,163,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,342,305,244,244,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,290,252,151,151,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,272,234,160,160,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,289,253,192,192,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,274,238,148,148,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,295,258,177,177,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,272,234,172,172,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,266,229,170,170,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,313,276,195,195,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,284,247,187,187,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,273,236,153,153,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,372,334,204,204,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,313,277,160,160,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,310,273,209,209,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,335,298,177,177,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,297,260,194,194,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,287,251,173,173,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,276,238,170,170,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,270,234,162,162,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,283,247,159,159,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,349,312,253,253,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,263,226,157,157,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,282,246,162,162,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,265,229,116,116,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,255,218,139,139,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,291,255,150,150,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,272,235,151,151,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,278,242,188,188,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,320,284,184,184,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,258,220,150,150,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,280,243,175,175,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,291,254,191,191,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,306,269,203,203,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,301,263,186,186,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,291,255,159,159,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,39,279,240,166,166,39,39,0,0,79,40,39,39,39,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,278,241,145,145,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,305,268,207,207,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,38,306,268,182,182,38,38,0,0,77,39,38,38,38,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,323,286,220,220,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,280,244,157,157,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,332,295,187,187,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,270,234,163,163,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,36,298,262,188,188,36,36,0,0,73,37,36,36,36,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,297,260,164,164,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,263,226,160,160,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
0,37,355,318,193,193,37,37,0,0,75,38,37,37,37,0,0,0,1,1,0,1,1,0,0,0,0,0
