0,0,0,0,1,19,456,437,111,111,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,325,300,32,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,25,25,25,0,0,0,1,0,1,1,1,0,0,0,2,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,128,111,59,59,17,17,0,0,0,35,18,17,17,17,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,34,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,48,23,23,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,18,432,414,141,141,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,325,300,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,47,22,22,0,25,25,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,325,300,45,25,1,0,0,0,25,24,24,167,143,143,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,49,24,24,0,25,25,1,1,0,0,1,0,0,0,2,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,325,300,32,25,1,0,0,0,25,24,24,201,177,177,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,48,23,23,0,25,25,1,1,0,0,1,0,0,0,2,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,108,90,49,49,18,18,0,0,0,37,19,18,18,18,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,33,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,48,23,23,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,20,480,460,125,125,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,24,144,120,120,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,46,21,21,0,25,25,1,1,0,0,1,0,0,0,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,20,480,460,125,125,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,325,300,31,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,46,21,21,0,25,25,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,120,103,59,59,17,17,0,0,0,35,18,17,17,17,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,40,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,48,23,23,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,126,108,58,58,18,18,0,0,0,37,19,18,18,18,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,29,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,48,23,23,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,108,92,70,70,16,16,0,0,0,33,17,16,16,16,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,37,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,47,22,22,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,21,504,483,78,78,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,24,183,159,159,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,46,21,21,0,25,25,1,1,0,0,1,0,0,0,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,18,432,414,118,118,18,1,0,0,0,18,112,94,59,59,18,18,0,0,0,37,19,18,18,18,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,44,19,19,0,25,25,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,119,100,66,66,19,19,0,0,0,39,20,19,19,19,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,34,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,49,24,24,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,126,109,61,61,17,17,0,0,0,35,18,17,17,17,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,24,153,129,129,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,45,20,20,0,25,25,1,1,0,0,1,0,0,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,119,101,44,44,18,18,0,0,0,37,19,18,18,18,0,0,0,1,1,0,1,1,0,0,0,26,25,325,300,40,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,49,24,24,0,25,25,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,15,360,345,130,130,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,24,147,123,123,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,48,23,23,0,25,25,1,1,0,0,1,0,0,0,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,19,456,437,106,106,19,1,0,0,0,19,128,109,84,84,19,19,0,0,0,39,20,19,19,19,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,46,21,21,0,25,25,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,18,432,414,139,139,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,24,141,117,117,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,49,24,24,0,25,25,1,1,0,0,1,0,0,0,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
